"","section.id","country","city","valid","protest","tt","rr","cc","kk","vm","po","valid.net","tt.perc","rr.perc","cc.perc","kk.perc","vm.perc","po.perc","top6.ballots","top6.perc","tt.rank","rr.rank","cc.rank","kk.rank","vm.rank","po.rank","tt","rr","cc","kk","vm","po"
"119",322300115,"Spain","Las Palmas de Gran Canaria",100,6,23,15,18,11,8,2,94,0.24468085106383,0.159574468085106,0.191489361702128,0.117021276595745,0.0851063829787234,0.0212765957446809,77,0.77,1,3,2,4,5,6,1,3,2,4,5,6
"120",322300095,"Spain","Lerida",283,28,11,69,49,80,17,1,255,0.0431372549019608,0.270588235294118,0.192156862745098,0.313725490196078,0.0666666666666667,0.00392156862745098,227,0.802120141342756,5,2,3,1,4,6,5,2,3,1,4,6
"121",322300096,"Spain","Logrono",102,11,3,22,24,13,15,1,91,0.032967032967033,0.241758241758242,0.263736263736264,0.142857142857143,0.164835164835165,0.010989010989011,78,0.764705882352941,5,2,1,4,3,6,5,2,1,4,3,6
"122",322300110,"Spain","Madrid",603,39,62,132,124,140,34,5,564,0.109929078014184,0.234042553191489,0.219858156028369,0.24822695035461,0.0602836879432624,0.00886524822695036,497,0.824212271973466,4,2,3,1,5,6,4,2,3,1,5,6
"123",322300111,"Spain","Madrid",426,35,18,97,130,79,31,1,391,0.0460358056265985,0.248081841432225,0.332480818414322,0.202046035805627,0.0792838874680307,0.00255754475703325,356,0.835680751173709,5,2,1,3,4,6,5,2,1,3,4,6
"124",322300303,"Spain","Madrid",528,44,42,117,130,98,40,7,484,0.0867768595041322,0.241735537190083,0.268595041322314,0.202479338842975,0.0826446280991736,0.0144628099173554,434,0.821969696969697,4,2,1,3,5,6,4,2,1,3,5,6
"125",322300304,"Spain","Madrid",530,44,48,101,135,106,44,3,486,0.0987654320987654,0.207818930041152,0.277777777777778,0.218106995884774,0.0905349794238683,0.00617283950617284,437,0.824528301886792,4,3,1,2,5,6,4,3,1,2,5,6
"126",322300097,"Spain","Malaga",410,36,32,94,106,79,20,2,374,0.0855614973262032,0.251336898395722,0.283422459893048,0.211229946524064,0.053475935828877,0.0053475935828877,333,0.81219512195122,4,2,1,3,5,6,4,2,1,3,5,6
"127",322300112,"Spain","Murcia",325,36,8,56,80,57,50,2,289,0.027681660899654,0.193771626297578,0.27681660899654,0.197231833910035,0.173010380622837,0.0069204152249135,253,0.778461538461538,5,3,1,2,4,6,5,3,1,2,4,6
"128",322300098,"Spain","Palencia",112,4,7,23,30,26,6,3,108,0.0648148148148148,0.212962962962963,0.277777777777778,0.240740740740741,0.0555555555555556,0.0277777777777778,95,0.848214285714286,4,3,1,2,5,6,4,3,1,2,5,6
"129",322300099,"Spain","Palma de Majorca Beleares",810,56,46,152,225,189,52,2,754,0.0610079575596817,0.20159151193634,0.29840848806366,0.250663129973475,0.0689655172413793,0.0026525198938992,666,0.822222222222222,5,3,1,2,4,6,5,3,1,2,4,6
"130",322300100,"Spain","Pamplona",475,47,25,122,127,64,62,15,428,0.058411214953271,0.285046728971963,0.296728971962617,0.149532710280374,0.144859813084112,0.0350467289719626,415,0.873684210526316,5,2,1,3,4,6,5,2,1,3,4,6
"131",322300113,"Spain","Reus",229,28,6,27,71,51,25,0,201,0.0298507462686567,0.134328358208955,0.353233830845771,0.253731343283582,0.124378109452736,0,180,0.786026200873362,5,3,1,2,4,6,5,3,1,2,4,6
"132",322300101,"Spain","Santa Cruz de Tenerife",102,9,16,19,19,10,17,0,93,0.172043010752688,0.204301075268817,0.204301075268817,0.10752688172043,0.182795698924731,0,81,0.794117647058823,4,1,1,5,3,6,4,1,1,5,3,6
"133",322300104,"Spain","Zaragoza",223,16,12,46,49,55,23,2,207,0.0579710144927536,0.222222222222222,0.236714975845411,0.265700483091787,0.111111111111111,0.00966183574879227,187,0.838565022421525,5,3,2,1,4,6,5,3,2,1,4,6
"134",322300116,"Spain","Segovia",288,21,9,77,69,68,24,2,267,0.0337078651685393,0.288389513108614,0.258426966292135,0.254681647940075,0.0898876404494382,0.00749063670411985,249,0.864583333333333,5,1,2,3,4,6,5,1,2,3,4,6
"135",322300114,"Spain","Torrevieja",384,42,17,66,88,89,32,2,342,0.0497076023391813,0.192982456140351,0.257309941520468,0.260233918128655,0.0935672514619883,0.00584795321637427,294,0.765625,5,3,2,1,4,6,5,3,2,1,4,6
"136",322300103,"Spain","Xativa",532,52,16,115,139,107,45,2,480,0.0333333333333333,0.239583333333333,0.289583333333333,0.222916666666667,0.09375,0.00416666666666667,424,0.796992481203007,5,2,1,3,4,6,5,2,1,3,4,6
"137",322300094,"Spain","Xetafe",740,53,36,192,167,167,51,2,687,0.0524017467248908,0.279475982532751,0.243085880640466,0.243085880640466,0.074235807860262,0.00291120815138282,615,0.831081081081081,5,1,2,2,4,6,5,1,2,2,4,6
"138",322400120,"Italy","Castelmare di Stabia",112,9,4,37,18,11,13,2,103,0.0388349514563107,0.359223300970874,0.174757281553398,0.106796116504854,0.12621359223301,0.0194174757281553,85,0.758928571428571,5,1,2,4,3,6,5,1,2,4,3,6
"139",322400121,"Italy","Milano",743,25,113,175,139,158,59,2,718,0.157381615598886,0.243732590529248,0.193593314763231,0.220055710306407,0.0821727019498607,0.00278551532033426,646,0.869448183041723,4,1,3,2,5,6,4,1,3,2,5,6
"140",322400122,"Italy","Napoli",234,21,19,60,40,51,26,2,213,0.0892018779342723,0.28169014084507,0.187793427230047,0.23943661971831,0.122065727699531,0.00938967136150235,198,0.846153846153846,5,1,3,2,4,6,5,1,3,2,4,6
"141",322400123,"Italy","Pisa",192,5,7,74,41,25,18,0,187,0.0374331550802139,0.39572192513369,0.219251336898396,0.133689839572193,0.0962566844919786,0,165,0.859375,5,1,2,3,4,6,5,1,2,3,4,6
"142",322400124,"Italy","Rome",442,19,57,114,93,74,32,2,423,0.134751773049645,0.269503546099291,0.219858156028369,0.174940898345154,0.0756501182033097,0.00472813238770686,372,0.841628959276018,4,1,2,3,5,6,4,1,2,3,5,6
"143",322400125,"Italy","Rimini",224,30,9,56,63,27,15,0,194,0.0463917525773196,0.288659793814433,0.324742268041237,0.139175257731959,0.077319587628866,0,170,0.758928571428571,5,2,1,3,4,6,5,2,1,3,4,6
"144",322400119,"Italy","Sant'Eufemia d'Aspromonte",73,0,4,19,15,3,8,0,73,0.0547945205479452,0.26027397260274,0.205479452054795,0.0410958904109589,0.10958904109589,0,49,0.671232876712329,4,1,2,5,3,6,4,1,2,5,3,6
"145",322400126,"Italy","Sienna",132,7,14,40,17,19,16,2,125,0.112,0.32,0.136,0.152,0.128,0.016,108,0.818181818181818,5,1,3,2,4,6,5,1,3,2,4,6
"146",322400118,"Italy","Foggia",98,6,10,27,15,0,12,1,92,0.108695652173913,0.293478260869565,0.16304347826087,0,0.130434782608696,0.0108695652173913,65,0.663265306122449,4,1,2,6,3,5,4,1,2,6,3,5
"147",322500127,"Jordan","Aman",76,1,9,24,9,16,1,0,75,0.12,0.32,0.12,0.213333333333333,0.0133333333333333,0,59,0.776315789473684,3,1,3,2,5,6,3,1,3,2,5,6
"148",322600128,"Kazakhstan","Astana",26,1,1,9,11,1,0,0,25,0.04,0.36,0.44,0.04,0,0,22,0.846153846153846,3,2,1,3,5,5,3,2,1,3,5,5
"149",322700135,"Canada","Brampton",311,25,48,110,52,43,15,0,286,0.167832167832168,0.384615384615385,0.181818181818182,0.15034965034965,0.0524475524475524,0,268,0.861736334405145,3,1,2,4,5,6,3,1,2,4,5,6
"150",322700133,"Canada","Vancouver",229,12,59,64,47,11,1,1,217,0.271889400921659,0.294930875576037,0.216589861751152,0.0506912442396313,0.00460829493087558,0.00460829493087558,183,0.799126637554585,2,1,3,4,5,5,2,1,3,4,5,5
"151",322700134,"Canada","Calgary",193,5,56,56,27,21,7,1,188,0.297872340425532,0.297872340425532,0.143617021276596,0.111702127659574,0.0372340425531915,0.00531914893617021,168,0.870466321243523,1,1,3,4,5,6,1,1,3,4,5,6
"152",322700131,"Canada","Cote de Nege",306,22,67,96,44,37,12,2,284,0.235915492957746,0.338028169014085,0.154929577464789,0.130281690140845,0.0422535211267606,0.00704225352112676,258,0.843137254901961,2,1,3,4,5,6,2,1,3,4,5,6
"153",322700132,"Canada","Montreal",393,28,78,118,56,55,18,2,365,0.213698630136986,0.323287671232877,0.153424657534247,0.150684931506849,0.0493150684931507,0.00547945205479452,327,0.83206106870229,2,1,3,4,5,6,2,1,3,4,5,6
"154",322700129,"Canada","Otawa",190,5,52,55,31,17,2,0,185,0.281081081081081,0.297297297297297,0.167567567567568,0.0918918918918919,0.0108108108108108,0,157,0.826315789473684,2,1,3,4,5,6,2,1,3,4,5,6
"155",322700130,"Canada","Toronto",404,14,84,120,78,55,15,1,390,0.215384615384615,0.307692307692308,0.2,0.141025641025641,0.0384615384615385,0.00256410256410256,353,0.873762376237624,2,1,3,4,5,6,2,1,3,4,5,6
"156",322800136,"Qatar","Doha",105,6,21,28,22,8,5,1,99,0.212121212121212,0.282828282828283,0.222222222222222,0.0808080808080808,0.0505050505050505,0.0101010101010101,85,0.80952380952381,3,1,2,4,5,6,3,1,2,4,5,6
"157",322900138,"Cyprus","Larnaka",490,34,19,67,153,92,61,5,456,0.0416666666666667,0.146929824561404,0.335526315789474,0.201754385964912,0.133771929824561,0.0109649122807018,397,0.810204081632653,5,3,1,2,4,6,5,3,1,2,4,6
"158",322900139,"Cyprus","Limsasol",495,33,31,74,130,121,48,3,462,0.0670995670995671,0.16017316017316,0.281385281385281,0.261904761904762,0.103896103896104,0.00649350649350649,407,0.822222222222222,5,3,1,2,4,6,5,3,1,2,4,6
"159",322900137,"Cyprus","Nicosia",496,37,22,84,185,95,31,2,459,0.0479302832244009,0.183006535947712,0.403050108932462,0.206971677559913,0.0675381263616558,0.00435729847494553,419,0.844758064516129,5,3,1,2,4,6,5,3,1,2,4,6
"160",322900142,"Cyprus","Paralimini",362,35,13,52,112,78,42,1,327,0.0397553516819572,0.159021406727829,0.342507645259939,0.238532110091743,0.128440366972477,0.00305810397553517,298,0.823204419889503,5,3,1,2,4,6,5,3,1,2,4,6
"161",322900140,"Cyprus","Paphos",398,36,20,53,139,80,53,1,362,0.0552486187845304,0.146408839779006,0.383977900552486,0.220994475138122,0.146408839779006,0.00276243093922652,346,0.869346733668342,5,3,1,2,3,6,5,3,1,2,3,6
"162",322900141,"Cyprus","Polis Hrisous",166,20,6,15,43,41,20,1,146,0.0410958904109589,0.102739726027397,0.294520547945205,0.280821917808219,0.136986301369863,0.00684931506849315,126,0.759036144578313,5,4,1,2,3,6,5,4,1,2,3,6
"163",323000143,"China","Beijing",67,1,9,19,19,9,2,1,66,0.136363636363636,0.287878787878788,0.287878787878788,0.136363636363636,0.0303030303030303,0.0151515151515152,59,0.880597014925373,3,1,1,3,5,6,3,1,1,3,5,6
"164",323000144,"China","Shanghai",55,4,14,19,5,0,6,0,51,0.274509803921569,0.372549019607843,0.0980392156862745,0,0.117647058823529,0,44,0.8,2,1,4,5,3,5,2,1,4,5,3,5
"165",323100145,"Kosovo","Pristina",57,2,5,26,4,10,2,0,55,0.0909090909090909,0.472727272727273,0.0727272727272727,0.181818181818182,0.0363636363636364,0,47,0.824561403508772,3,1,4,2,5,6,3,1,4,2,5,6
"166",323300147,"Cuba","Havanna",36,2,7,18,1,1,0,2,34,0.205882352941176,0.529411764705882,0.0294117647058824,0.0294117647058824,0,0.0588235294117647,29,0.805555555555556,2,1,4,4,6,3,2,1,4,4,6,3
"167",323400148,"Kuwait","Kuwait",170,13,51,35,22,23,9,2,157,0.32484076433121,0.222929936305732,0.140127388535032,0.146496815286624,0.0573248407643312,0.0127388535031847,142,0.835294117647059,1,2,4,3,5,6,1,2,4,3,5,6
"168",323500149,"Lebanon","Beirut",89,4,8,30,16,15,7,1,85,0.0941176470588235,0.352941176470588,0.188235294117647,0.176470588235294,0.0823529411764706,0.0117647058823529,77,0.865168539325843,4,1,2,3,5,6,4,1,2,3,5,6
"169",323700152,"Lithuania","Klaipeda",71,11,4,22,12,7,7,0,60,0.0666666666666667,0.366666666666667,0.2,0.116666666666667,0.116666666666667,0,52,0.732394366197183,5,1,2,3,3,6,5,1,2,3,3,6
"170",323800153,"Luxemburg","Luxemburg",538,38,194,120,62,41,15,1,500,0.388,0.24,0.124,0.082,0.03,0.002,433,0.804832713754647,1,2,3,4,5,6,1,2,3,4,5,6
"171",324100156,"Malta","St Julian",572,52,61,100,114,98,80,3,520,0.117307692307692,0.192307692307692,0.219230769230769,0.188461538461538,0.153846153846154,0.00576923076923077,456,0.797202797202797,5,2,1,3,4,6,5,2,1,3,4,6
"172",323900154,"Morocco","Rabat",66,1,15,14,13,15,3,0,65,0.230769230769231,0.215384615384615,0.2,0.230769230769231,0.0461538461538462,0,60,0.909090909090909,1,3,4,1,5,6,1,3,4,1,5,6
"173",324000155,"Mexico","Mexico City",68,6,12,9,22,8,5,0,62,0.193548387096774,0.145161290322581,0.354838709677419,0.129032258064516,0.0806451612903226,0,56,0.823529411764706,2,3,1,4,5,6,2,3,1,4,5,6
"174",324200157,"Moldova","Kishinew",218,8,7,115,27,34,4,1,210,0.0333333333333333,0.547619047619048,0.128571428571429,0.161904761904762,0.019047619047619,0.00476190476190476,188,0.862385321100917,4,1,3,2,5,6,4,1,3,2,5,6
"175",324200158,"Moldova","Tarakliya",438,10,4,208,69,43,23,3,428,0.00934579439252336,0.485981308411215,0.161214953271028,0.100467289719626,0.0537383177570093,0.00700934579439252,350,0.799086757990868,5,1,2,3,4,6,5,1,2,3,4,6
"176",324400167,"Nigeria","Abuja",37,2,8,14,4,4,3,0,35,0.228571428571429,0.4,0.114285714285714,0.114285714285714,0.0857142857142857,0,33,0.891891891891892,2,1,3,3,5,6,2,1,3,3,5,6
"177",324300162,"Netherlands","Eindhoven",201,21,60,46,22,21,12,2,180,0.333333333333333,0.255555555555556,0.122222222222222,0.116666666666667,0.0666666666666667,0.0111111111111111,163,0.810945273631841,1,2,3,4,5,6,1,2,3,4,5,6
"178",324300160,"Netherlands","Amsterdam",580,37,220,71,89,73,31,3,543,0.405156537753223,0.130755064456722,0.16390423572744,0.134438305709024,0.0570902394106814,0.00552486187845304,487,0.839655172413793,1,4,2,3,5,6,1,4,2,3,5,6
"179",324300163,"Netherlands","Gronningen",178,6,65,32,18,17,16,1,172,0.377906976744186,0.186046511627907,0.104651162790698,0.0988372093023256,0.0930232558139535,0.00581395348837209,149,0.837078651685393,1,2,3,4,5,6,1,2,3,4,5,6
"180",324300164,"Netherlands","Enschede",108,10,27,17,21,14,5,1,98,0.275510204081633,0.173469387755102,0.214285714285714,0.142857142857143,0.0510204081632653,0.0102040816326531,85,0.787037037037037,1,3,2,4,5,6,1,3,2,4,5,6
"181",324300165,"Netherlands","Maastricht",339,27,118,68,31,28,30,1,312,0.378205128205128,0.217948717948718,0.0993589743589744,0.0897435897435897,0.0961538461538462,0.00320512820512821,276,0.814159292035398,1,2,3,5,4,6,1,2,3,5,4,6
"182",324300161,"Netherlands","Rotterdam",253,24,88,53,29,16,15,2,229,0.384279475982533,0.231441048034935,0.126637554585153,0.0698689956331878,0.0655021834061135,0.00873362445414847,203,0.802371541501976,1,2,3,4,5,6,1,2,3,4,5,6
"183",324300166,"Netherlands","Utrecht",182,12,57,29,26,22,14,4,170,0.335294117647059,0.170588235294118,0.152941176470588,0.129411764705882,0.0823529411764706,0.0235294117647059,152,0.835164835164835,1,2,3,4,5,6,1,2,3,4,5,6
"184",324300159,"Netherlands","Hague",481,36,103,90,84,55,43,19,445,0.231460674157303,0.202247191011236,0.18876404494382,0.123595505617978,0.0966292134831461,0.0426966292134831,394,0.819126819126819,1,2,3,4,5,6,1,2,3,4,5,6
"185",324600174,"New Zealand","Oakland",93,2,27,19,16,7,2,1,91,0.296703296703297,0.208791208791209,0.175824175824176,0.0769230769230769,0.021978021978022,0.010989010989011,72,0.774193548387097,1,2,3,4,5,6,1,2,3,4,5,6
"186",324500173,"Norway","Bergen",94,5,12,14,18,13,9,0,89,0.134831460674157,0.157303370786517,0.202247191011236,0.146067415730337,0.101123595505618,0,66,0.702127659574468,4,2,1,3,5,6,4,2,1,3,5,6
"187",324500170,"Norway","Kristiansand",40,2,6,6,5,7,7,0,38,0.157894736842105,0.157894736842105,0.131578947368421,0.184210526315789,0.184210526315789,0,31,0.775,3,3,5,1,1,6,3,3,5,1,1,6
"188",324500168,"Norway","Oslo",305,33,55,58,57,52,16,4,272,0.202205882352941,0.213235294117647,0.209558823529412,0.191176470588235,0.0588235294117647,0.0147058823529412,242,0.79344262295082,3,1,2,4,5,6,3,1,2,4,5,6
"189",324500171,"Norway","Stavanger",154,13,24,36,20,31,17,1,141,0.170212765957447,0.25531914893617,0.141843971631206,0.219858156028369,0.120567375886525,0.00709219858156028,129,0.837662337662338,3,1,4,2,5,6,3,1,4,2,5,6
"190",324500172,"Norway","Tromso",81,9,14,10,15,11,12,0,72,0.194444444444444,0.138888888888889,0.208333333333333,0.152777777777778,0.166666666666667,0,62,0.765432098765432,2,5,1,4,3,6,2,5,1,4,3,6
"191",324500169,"Norway","Froja",76,2,11,14,17,14,7,0,74,0.148648648648649,0.189189189189189,0.22972972972973,0.189189189189189,0.0945945945945946,0,63,0.828947368421053,4,2,1,2,5,6,4,2,1,2,5,6
"192",324700175,"UAE","Dubai",314,14,89,53,52,55,19,3,300,0.296666666666667,0.176666666666667,0.173333333333333,0.183333333333333,0.0633333333333333,0.01,271,0.863057324840764,1,3,4,2,5,6,1,3,4,2,5,6
"193",324800176,"Palestine","Ramallah",25,5,1,15,0,0,0,0,20,0.05,0.75,0,0,0,0,16,0.64,2,1,3,3,3,3,2,1,3,3,3,3
"194",324900177,"Poland","Warsaw",230,10,66,57,33,29,9,2,220,0.3,0.259090909090909,0.15,0.131818181818182,0.0409090909090909,0.00909090909090909,196,0.852173913043478,1,2,3,4,5,6,1,2,3,4,5,6
"195",325000178,"Portugal","Lisbon",288,20,47,78,61,57,6,0,268,0.175373134328358,0.291044776119403,0.227611940298507,0.212686567164179,0.0223880597014925,0,249,0.864583333333333,4,1,2,3,5,6,4,1,2,3,5,6
"196",323200146,"Korea","Seul",35,1,21,7,4,1,0,0,34,0.617647058823529,0.205882352941176,0.117647058823529,0.0294117647058824,0,0,33,0.942857142857143,1,2,3,4,5,5,1,2,3,4,5,5
"197",323600151,"Macedonia","Bitolia",109,0,0,5,8,95,0,0,109,0,0.0458715596330275,0.073394495412844,0.871559633027523,0,0,108,0.990825688073395,4,3,2,1,4,4,4,3,2,1,4,4
"198",323600150,"Macedonia","Skopje",206,8,25,16,36,86,6,1,198,0.126262626262626,0.0808080808080808,0.181818181818182,0.434343434343434,0.0303030303030303,0.00505050505050505,170,0.825242718446602,3,4,2,1,5,6,3,4,2,1,5,6
"199",325100181,"South Africa","Capetown",87,5,13,8,17,12,2,0,82,0.158536585365854,0.0975609756097561,0.207317073170732,0.146341463414634,0.024390243902439,0,52,0.597701149425287,2,4,1,3,5,6,2,4,1,3,5,6
"200",325100180,"South Africa","Midrant",124,7,7,25,25,21,8,2,117,0.0598290598290598,0.213675213675214,0.213675213675214,0.179487179487179,0.0683760683760684,0.0170940170940171,88,0.709677419354839,5,1,1,3,4,6,5,1,1,3,4,6
"201",325100179,"South Africa","Pretoria",66,2,6,19,17,8,3,3,64,0.09375,0.296875,0.265625,0.125,0.046875,0.046875,56,0.848484848484849,4,1,2,3,5,5,4,1,2,3,5,5
"202",325200182,"Romania","Bucurest",189,20,42,38,26,22,15,1,169,0.248520710059172,0.224852071005917,0.153846153846154,0.130177514792899,0.0887573964497041,0.00591715976331361,144,0.761904761904762,1,2,3,4,5,6,1,2,3,4,5,6
"203",325300185,"Russia","Ekaterinburg",16,0,3,4,2,2,0,0,16,0.1875,0.25,0.125,0.125,0,0,11,0.6875,2,1,3,3,5,5,2,1,3,3,5,5
"204",325300183,"Russia","Moscow",459,14,52,206,30,56,30,6,445,0.11685393258427,0.462921348314607,0.0674157303370786,0.125842696629213,0.0674157303370786,0.0134831460674157,380,0.827886710239651,3,1,4,2,4,6,3,1,4,2,4,6
"205",325300184,"Russia","St Petersburg",90,7,5,32,12,14,8,0,83,0.0602409638554217,0.385542168674699,0.144578313253012,0.168674698795181,0.0963855421686747,0,71,0.788888888888889,5,1,3,2,4,6,5,1,3,2,4,6
"206",325400191,"US","Atlanta",337,26,49,127,59,41,11,1,311,0.157556270096463,0.408360128617363,0.189710610932476,0.131832797427653,0.0353697749196141,0.00321543408360129,288,0.85459940652819,3,1,2,4,5,6,3,1,2,4,5,6
"207",325400212,"US","Boston",477,21,160,100,88,52,20,0,456,0.350877192982456,0.219298245614035,0.192982456140351,0.114035087719298,0.043859649122807,0,420,0.880503144654088,1,2,3,4,5,6,1,2,3,4,5,6
"208",325400186,"US","DC",480,16,147,119,100,39,23,5,464,0.316810344827586,0.256465517241379,0.21551724137931,0.084051724137931,0.0495689655172414,0.0107758620689655,433,0.902083333333333,1,2,3,4,5,6,1,2,3,4,5,6
"209",325400213,"US","Dallas",129,10,22,40,26,22,2,0,119,0.184873949579832,0.336134453781513,0.218487394957983,0.184873949579832,0.0168067226890756,0,112,0.868217054263566,3,1,2,3,5,6,3,1,2,3,5,6
"210",325400194,"US","Denver",209,9,55,57,30,33,6,0,200,0.275,0.285,0.15,0.165,0.03,0,181,0.866028708133971,2,1,4,3,5,6,2,1,4,3,5,6
"211",325400195,"US","Des Plaines",976,46,133,279,229,167,49,1,930,0.143010752688172,0.3,0.246236559139785,0.179569892473118,0.0526881720430108,0.0010752688172043,858,0.879098360655738,4,1,2,3,5,6,4,1,2,3,5,6
"212",325400196,"US","Des Plaines",500,27,62,180,100,60,27,1,473,0.13107822410148,0.380549682875264,0.211416490486258,0.126849894291755,0.0570824524312896,0.00211416490486258,430,0.86,3,1,2,4,5,6,3,1,2,4,5,6
"213",325400214,"US","Detroit",156,8,27,32,39,24,13,0,148,0.182432432432432,0.216216216216216,0.263513513513513,0.162162162162162,0.0878378378378378,0,135,0.865384615384615,3,2,1,4,5,6,3,2,1,4,5,6
"214",325400199,"US","Jacksonville",60,1,16,16,14,7,2,0,59,0.271186440677966,0.271186440677966,0.23728813559322,0.11864406779661,0.0338983050847458,0,55,0.916666666666667,1,1,3,4,5,6,1,1,3,4,5,6
"215",325400193,"US","Concord",141,10,27,26,40,19,8,0,131,0.206106870229008,0.198473282442748,0.305343511450382,0.145038167938931,0.0610687022900763,0,120,0.851063829787234,2,3,1,4,5,6,2,3,1,4,5,6
"216",325400200,"US","Las Vegas",304,22,33,92,64,57,14,0,282,0.117021276595745,0.326241134751773,0.226950354609929,0.202127659574468,0.049645390070922,0,260,0.855263157894737,4,1,2,3,5,6,4,1,2,3,5,6
"217",325400201,"US","Linden",137,6,33,45,24,10,8,1,131,0.251908396946565,0.343511450381679,0.183206106870229,0.0763358778625954,0.0610687022900763,0.00763358778625954,121,0.883211678832117,2,1,3,4,5,6,2,1,3,4,5,6
"218",325400190,"US","Los Angeles",209,12,81,38,43,21,4,1,197,0.411167512690355,0.192893401015228,0.218274111675127,0.106598984771574,0.0203045685279188,0.0050761421319797,188,0.899521531100478,1,3,2,4,5,6,1,3,2,4,5,6
"219",325400202,"US","Naples",110,4,20,23,24,10,15,1,106,0.188679245283019,0.216981132075472,0.226415094339623,0.0943396226415094,0.141509433962264,0.00943396226415094,93,0.845454545454545,3,2,1,5,4,6,3,2,1,5,4,6
"220",325400215,"US","Norwolk",116,9,27,38,20,7,5,0,107,0.252336448598131,0.355140186915888,0.186915887850467,0.0654205607476635,0.0467289719626168,0,97,0.836206896551724,2,1,3,4,5,6,2,1,3,4,5,6
"221",325400187,"US","New York",159,5,66,35,31,8,5,2,154,0.428571428571429,0.227272727272727,0.201298701298701,0.051948051948052,0.0324675324675325,0.012987012987013,147,0.924528301886792,1,2,3,4,5,6,1,2,3,4,5,6
"222",325400188,"US","New York",328,10,105,78,56,38,12,2,318,0.330188679245283,0.245283018867925,0.176100628930818,0.119496855345912,0.0377358490566038,0.00628930817610063,291,0.88719512195122,1,2,3,4,5,6,1,2,3,4,5,6
"223",325400203,"US","New York",145,0,41,46,23,16,6,0,145,0.282758620689655,0.317241379310345,0.158620689655172,0.110344827586207,0.0413793103448276,0,132,0.910344827586207,2,1,3,4,5,6,2,1,3,4,5,6
"224",325400204,"US","Orlando",98,5,16,36,19,12,5,0,93,0.172043010752688,0.387096774193548,0.204301075268817,0.129032258064516,0.0537634408602151,0,88,0.897959183673469,3,1,2,4,5,6,3,1,2,4,5,6
"225",325400216,"US","Pittsburg",73,5,23,10,18,7,2,1,68,0.338235294117647,0.147058823529412,0.264705882352941,0.102941176470588,0.0294117647058824,0.0147058823529412,61,0.835616438356164,1,3,2,4,5,6,1,3,2,4,5,6
"226",325400217,"US","Richmond",96,4,26,26,13,8,7,1,92,0.282608695652174,0.282608695652174,0.141304347826087,0.0869565217391304,0.0760869565217391,0.0108695652173913,81,0.84375,1,1,3,4,5,6,1,1,3,4,5,6
"227",325400207,"US","Sacramento",73,0,17,26,16,4,2,0,73,0.232876712328767,0.356164383561644,0.219178082191781,0.0547945205479452,0.0273972602739726,0,65,0.89041095890411,2,1,3,4,5,6,2,1,3,4,5,6
"228",325400210,"US","San Antonio",79,3,26,21,10,8,6,0,76,0.342105263157895,0.276315789473684,0.131578947368421,0.105263157894737,0.0789473684210526,0,71,0.89873417721519,1,2,3,4,5,6,1,2,3,4,5,6
"229",325400211,"US","San Diego",146,7,50,41,14,18,5,0,139,0.359712230215827,0.294964028776978,0.100719424460432,0.129496402877698,0.0359712230215827,0,128,0.876712328767123,1,2,4,3,5,6,1,2,4,3,5,6
"230",325400218,"US","San Francisco",143,7,65,19,24,11,5,0,136,0.477941176470588,0.139705882352941,0.176470588235294,0.0808823529411765,0.0367647058823529,0,124,0.867132867132867,1,3,2,4,5,6,1,3,2,4,5,6
"231",325400208,"US","St Petersburg",228,18,32,70,48,27,20,1,210,0.152380952380952,0.333333333333333,0.228571428571429,0.128571428571429,0.0952380952380952,0.00476190476190476,198,0.868421052631579,3,1,2,4,5,6,3,1,2,4,5,6
"232",325400219,"US","Seattle",288,18,63,77,61,31,12,1,270,0.233333333333333,0.285185185185185,0.225925925925926,0.114814814814815,0.0444444444444444,0.0037037037037037,245,0.850694444444444,2,1,3,4,5,6,2,1,3,4,5,6
"233",325400192,"US","Cincinnatti",105,6,19,24,28,10,5,0,99,0.191919191919192,0.242424242424242,0.282828282828283,0.101010101010101,0.0505050505050505,0,86,0.819047619047619,3,2,1,4,5,6,3,2,1,4,5,6
"234",325400209,"US","Sunnyvale",230,13,81,62,34,21,5,3,217,0.373271889400922,0.285714285714286,0.15668202764977,0.0967741935483871,0.0230414746543779,0.0138248847926267,206,0.895652173913044,1,2,3,4,5,6,1,2,3,4,5,6
"235",325400205,"US","Philadelphia",166,4,49,37,36,25,0,0,162,0.302469135802469,0.228395061728395,0.222222222222222,0.154320987654321,0,0,147,0.885542168674699,1,2,3,4,5,5,1,2,3,4,5,5
"236",325400206,"US","Phoenix",164,8,29,41,46,19,10,0,156,0.185897435897436,0.262820512820513,0.294871794871795,0.121794871794872,0.0641025641025641,0,145,0.884146341463415,3,2,1,4,5,6,3,2,1,4,5,6
"237",325400220,"US","Ft Lauderdale",174,6,35,42,45,22,5,1,168,0.208333333333333,0.25,0.267857142857143,0.130952380952381,0.0297619047619048,0.00595238095238095,150,0.862068965517241,3,2,1,4,5,6,3,2,1,4,5,6
"238",325400197,"US","Houston",145,1,47,29,25,15,10,2,144,0.326388888888889,0.201388888888889,0.173611111111111,0.104166666666667,0.0694444444444444,0.0138888888888889,128,0.882758620689655,1,2,3,4,5,6,1,2,3,4,5,6
